date,cloud_cover_percentage,average_rainfall_mm,average_temperature_C,average_humidity_C,average_soil_moisture,cumulative_rainfall_7d,rainfall_risk,soil_moisture_risk,flood_risk,near_rainfall_risk
13-03-2022 0.00,0,0,-248.73,284.8,6.75,0.77,0,0,0,0
14-03-2022 0.00,0,0,-247.15,287.57,6.75,0.77,0,0,0,0
15-03-2022 0.00,0,1.27,-246.3,288.14,6.75,2.04,0,0,0,0
16-03-2022 0.00,0,0,-245.3,289.5,6.75,2.04,0,0,0,0
17-03-2022 0.00,0,0,-244.51,290.11,6.75,2.04,0,0,0,0
18-03-2022 0.00,0,0,-243.74,291.63,6.75,1.27,0,0,0,0
19-03-2022 0.00,0,1.87,-243.17,291.73,6.75,3.14,0,0,0,0
20-03-2022 0.00,0,0,-243.63,290.54,6.75,3.14,0,0,0,0
21-03-2022 0.00,0,0.08,-243.59,287.22,6.75,3.22,0,0,0,0
22-03-2022 0.00,0,0,-244.95,284.93,6.75,1.95,0,0,0,0
23-03-2022 0.00,0,0,-245.49,282.79,6.75,1.95,0,0,0,0
24-03-2022 0.00,0,0,-243.44,284.32,6.75,1.95,0,0,0,0
25-03-2022 0.00,0,0,-243.39,284.4,6.75,1.95,0,0,0,0
26-03-2022 0.00,0,0,-244.69,279.82,6.75,0.08,0,0,0,0
27-03-2022 0.00,0,0.38,-245.15,281.29,6.75,0.46,0,0,0,0
28-03-2022 0.00,0,0,-244.33,282.07,6.75,0.38,0,0,0,0
29-03-2022 0.00,0,0,-243.72,284.23,6.75,0.38,0,0,0,0
30-03-2022 0.00,0,0,-243.12,288.84,6.75,0.38,0,0,0,0
31-03-2022 0.00,0,0,-242.73,289.91,6.75,0.38,0,0,0,0
01-04-2022 0.00,0,0,-241.53,286.94,6.75,0.38,0,0,0,0
02-04-2022 0.00,0,0,-242.27,286.4,6.75,0.38,0,0,0,0
03-04-2022 0.00,0,0,-243.27,285.78,6.75,0,0,0,0,0
04-04-2022 0.00,0,0,-241.93,278.96,6.75,0,0,0,0,0
05-04-2022 0.00,0,0,-242.21,280.64,6.75,0,0,0,0,0
06-04-2022 0.00,0,0,-241.92,279.77,6.75,0,0,0,0,0
07-04-2022 0.00,0,0,-241.89,280.85,6.75,0,0,0,0,0
08-04-2022 0.00,0,0,-241.29,280.39,6.75,0,0,0,0,0
09-04-2022 0.00,0,0,-241.21,282.86,6.75,0,0,0,0,0
10-04-2022 0.00,0,0,-241.51,292.25,6.75,0,0,0,0,0
11-04-2022 0.00,0,0,-240.46,290.77,6.75,0,0,0,0,0
12-04-2022 0.00,0,0,-240,292.18,6.75,0,0,0,0,0
13-04-2022 0.00,0,0,-240.6,291.2,6.75,0,0,0,0,0
14-04-2022 0.00,0,0,-240.66,283.14,6.75,0,0,0,0,0
15-04-2022 0.00,0,0,-240.47,280.68,6.75,0,0,0,0,0
16-04-2022 0.00,0,0,-240.43,280.45,6.75,0,0,0,0,0
17-04-2022 0.00,0,0,-240.4,279.52,6.75,0,0,0,0,0
18-04-2022 0.00,0,0,-239.9,282.13,6.75,0,0,0,0,0
19-04-2022 0.00,0,0,-240.13,286.01,6.75,0,0,0,0,0
20-04-2022 0.00,0,0,-240.49,289.6,6.75,0,0,0,0,0
21-04-2022 0.00,0,0,-240.66,291.9,6.75,0,0,0,0,0
22-04-2022 0.00,0,0,-240.76,286.91,6.75,0,0,0,0,0
23-04-2022 0.00,0,0,-240.11,281.38,6.75,0,0,0,0,0
24-04-2022 0.00,0,0,-239.89,278.77,6.75,0,0,0,0,0
25-04-2022 0.00,0,0,-239.68,280.1,6.75,0,0,0,0,0
26-04-2022 0.00,0,0,-239.62,280.73,6.75,0,0,0,0,0
27-04-2022 0.00,0,0,-239.19,282.09,6.75,0,0,0,0,0
28-04-2022 0.00,0,0,-238.59,285.37,6.75,0,0,0,0,0
29-04-2022 0.00,0,0,-238.16,287.9,6.75,0,0,0,0,0
30-04-2022 0.00,0,0,-240.39,291.49,6.75,0,0,0,0,0
01-05-2022 0.00,0,0,-241.36,293.53,6.75,0,0,0,0,0
02-05-2022 0.00,0,0,-241.98,293.58,6.75,0,0,0,0,0
03-05-2022 0.00,0,0,-241.68,293.62,6.75,0,0,0,0,0
04-05-2022 0.00,0,0,-241.26,293.14,6.75,0,0,0,0,0
05-05-2022 0.00,0,0,-241.95,293.64,6.75,0,0,0,0,0
06-05-2022 0.00,0,0,-241.29,291.63,6.75,0,0,0,0,0
07-05-2022 0.00,0,0,-241.04,292.3,6.75,0,0,0,0,0
08-05-2022 0.00,0,0,-241.33,293.29,6.75,0,0,0,0,0
09-05-2022 0.00,0,0,-240.68,293.43,6.75,0,0,0,0,0
10-05-2022 0.00,0,1.99,-240.34,293.71,6.75,1.99,0,0,0,0
11-05-2022 0.00,0,0,-240.36,294.91,6.75,1.99,0,0,0,0
12-05-2022 0.00,0,1.88,-239.92,295.41,6.75,3.87,0,0,0,0
13-05-2022 0.00,0,0,-238.15,292.14,6.75,3.87,0,0,0,0
14-05-2022 0.00,0,0,-238.25,294.63,6.75,3.87,0,0,0,0
15-05-2022 0.00,0,0,-237.38,295.8,6.75,3.87,0,0,0,0
16-05-2022 0.00,0,0,-238.35,294.07,6.75,3.87,0,0,0,0
17-05-2022 0.00,0,0,-238.99,292.93,6.75,1.88,0,0,0,0
18-05-2022 0.00,0,0,-238.57,290.38,6.75,1.88,0,0,0,0
19-05-2022 0.00,0,0,-238.11,288.78,6.75,0,0,0,0,0
20-05-2022 0.00,0,0,-238.03,291.19,6.75,0,0,0,0,0
21-05-2022 0.00,0,0,-240.68,295.67,6.75,0,0,0,0,0
22-05-2022 0.00,0,0.25,-241.23,293.91,6.75,0.25,0,0,0,0
23-05-2022 0.00,0,1.18,-242.95,293.88,6.75,1.43,0,0,0,0
24-05-2022 0.00,0,0.02,-243.9,295.44,6.75,1.45,0,0,0,0
25-05-2022 0.00,0,0,-243.7,293.87,6.75,1.45,0,0,0,0
26-05-2022 0.00,0,0,-242.24,292.25,6.75,1.45,0,0,0,0
27-05-2022 0.00,0,0,-240.31,291.98,6.75,1.45,0,0,0,0
28-05-2022 0.00,0,6,-240.1,293.04,6.75,7.45,0,0,0,0
29-05-2022 0.00,0,0,-240.45,295.17,6.75,7.2,0,0,0,0
30-05-2022 0.00,0,0,-239.86,295.74,6.75,6.02,0,0,0,0
31-05-2022 0.00,0,0,-239.37,295.99,6.75,6,0,0,0,0
01-06-2022 0.00,0,2.31,-238.76,294.9,6.75,8.31,0,0,0,0
02-06-2022 0.00,0,0,-238.47,293.13,6.75,8.31,0,0,0,0
03-06-2022 0.00,0,0,-238.18,289.83,6.75,8.31,0,0,0,0
04-06-2022 0.00,0,0,-237.56,288.9,6.75,2.31,0,0,0,0
05-06-2022 0.00,0,0,-237.93,291.8,6.75,2.31,0,0,0,0
06-06-2022 0.00,0,0,-238.34,294.46,6.75,2.31,0,0,0,0
07-06-2022 0.00,0,0,-238.14,294.21,6.75,2.31,0,0,0,0
08-06-2022 0.00,0,0,-238.21,294.86,6.75,0,0,0,0,0
09-06-2022 0.00,0,0.09,-237.86,292.38,6.75,0.09,0,0,0,0
10-06-2022 0.00,0,0,-238.13,295.57,6.75,0.09,0,0,0,0
11-06-2022 0.00,0,0,-237.3,292.8,6.75,0.09,0,0,0,0
12-06-2022 0.00,0,0,-237.34,291.96,6.75,0.09,0,0,0,0
13-06-2022 0.00,0,0,-236.68,291.78,6.75,0.09,0,0,0,0
14-06-2022 0.00,0,0,-235.76,291.6,6.75,0.09,0,0,0,0
15-06-2022 0.00,0,0.34,-236.85,293.5,6.75,0.43,0,0,0,0
16-06-2022 0.00,0,6.39,-239.86,295.33,6.75,6.73,0,0,0,0
17-06-2022 0.00,0,1.62,-240.78,296.41,6.75,8.35,0,0,0,0
18-06-2022 0.00,0,2.34,-240.72,296.8,6.75,10.69,0,0,0,0
19-06-2022 0.00,0,0.86,-241.2,296.08,6.75,11.55,0,0,0,0
20-06-2022 0.00,0,1.14,-243.16,296.6,6.75,12.69,0,0,0,0
21-06-2022 0.00,0,0,-241.3,295.76,6.75,12.69,0,0,0,0
22-06-2022 0.00,0,0.36,-240.56,296.13,6.75,12.71,0,0,0,0
23-06-2022 0.00,0,8.93,-241.4,297.34,6.75,15.25,0,0,0,0
24-06-2022 0.00,0,6.7,-241.51,297.39,6.75,20.33,0,0,0,0
25-06-2022 0.00,0,0,-241.12,297.18,6.75,17.99,0,0,0,0
26-06-2022 0.00,0,0,-241.21,296.8,6.75,17.13,0,0,0,0
27-06-2022 0.00,0,0.75,-240.65,297.03,6.75,16.74,0,0,0,0
28-06-2022 0.00,0,21.44,-241.49,297.46,6.75,38.18,0,0,0,0
29-06-2022 0.00,0,29.47,-246.04,298.9,6.75,67.29,0,0,0,0
30-06-2022 0.00,0,0,-245.93,298.5,6.75,58.36,0,0,0,0
01-07-2022 0.00,0,3.71,-244.16,299.05,6.75,55.37,0,0,0,0
02-07-2022 0.00,0,7.63,-244.74,298.54,6.75,63,0,0,0,0
03-07-2022 0.00,0,2.7,-243.72,298.93,6.75,65.7,0,0,0,0
04-07-2022 0.00,0,0,-242.29,298.43,6.75,64.95,0,0,0,0
05-07-2022 0.00,0,0,-241.42,298.25,6.75,43.51,0,0,0,0
06-07-2022 0.00,0,0,-242.06,297.78,6.75,14.04,0,0,0,0
07-07-2022 0.00,0,0,-242.13,297.36,6.75,14.04,0,0,0,0
08-07-2022 0.00,0,0,-240.98,297.47,6.75,10.33,0,0,0,0
09-07-2022 0.00,0,0,-242.04,297.2,6.75,2.7,0,0,0,0
10-07-2022 0.00,0,0,-241.32,296.16,6.75,0,0,0,0,0
11-07-2022 0.00,0,0,-241.36,297.11,6.75,0,0,0,0,0
12-07-2022 0.00,0,0,-241.16,296.54,6.75,0,0,0,0,0
13-07-2022 0.00,0,0.02,-240.79,296.27,6.75,0.02,0,0,0,0
14-07-2022 0.00,0,3.37,-240.4,295.28,6.75,3.39,0,0,0,0
15-07-2022 0.00,0,0.06,-240.75,296.1,6.75,3.45,0,0,0,0
16-07-2022 0.00,0,0,-241.66,297.47,6.75,3.45,0,0,0,0
17-07-2022 0.00,0,0,-240.3,296.6,6.75,3.45,0,0,0,0
18-07-2022 0.00,0,0,-240.67,296.49,6.75,3.45,0,0,0,0
19-07-2022 0.00,0,1.39,-241.21,297.36,6.75,4.84,0,0,0,0
20-07-2022 0.00,0,25.75,-243.47,298.81,6.75,30.57,0,0,0,0
21-07-2022 0.00,0,28.18,-246.44,298.54,6.75,55.38,0,0,0,0
22-07-2022 0.00,0,14.68,-245.03,298.45,6.75,70,0,0,0,0
23-07-2022 0.00,0,1.27,-243.28,298.02,6.75,71.27,0,0,0,0
24-07-2022 0.00,0,4.61,-244.24,297.83,6.75,75.88,0,0,0,0
25-07-2022 0.00,0,25.94,-245.05,298.42,6.75,101.82,1,0,0,1
26-07-2022 0.00,0,6.57,-244.56,298.63,6.75,107,1,0,0,1
27-07-2022 0.00,0,8.99,-244.48,298.45,6.75,90.24,0,0,0,1
28-07-2022 0.00,0,4.95,-244.95,298.47,6.75,67.01,0,0,0,0
29-07-2022 0.00,0,8.65,-245.17,298.42,6.75,60.98,0,0,0,0
30-07-2022 0.00,0,8.52,-245.27,298.63,6.75,68.23,0,0,0,0
31-07-2022 0.00,0,17.5,-244.9,298.43,6.75,81.12,0,0,0,1
01-08-2022 0.00,0,18.89,-244.5,298.31,6.75,74.07,0,0,0,0
02-08-2022 0.00,0,10.98,-244.84,298.97,6.75,78.48,0,0,0,0
03-08-2022 0.00,0,15.99,-244.28,298.96,6.75,85.48,0,0,0,1
04-08-2022 0.00,0,8.3,-244.49,299.21,6.75,88.83,0,0,0,1
05-08-2022 0.00,0,0,-243.01,299.36,6.75,80.18,0,0,0,1
06-08-2022 0.00,0,22.43,-243.54,299.44,6.75,94.09,0,0,0,1
07-08-2022 0.00,0,0.15,-243.27,298.85,6.75,76.74,0,0,0,0
08-08-2022 0.00,0,0,-242.88,297.79,6.75,57.85,0,0,0,0
09-08-2022 0.00,0,0,-243.47,297.33,6.75,46.87,0,0,0,0
10-08-2022 0.00,0,0,-245,296.95,6.75,30.88,0,0,0,0
11-08-2022 0.00,0,0.78,-245.39,297.16,6.75,23.36,0,0,0,0
12-08-2022 0.00,0,0,-244.99,298,6.75,23.36,0,0,0,0
13-08-2022 0.00,0,28.88,-244.45,298.68,6.75,29.81,0,0,0,0
14-08-2022 0.00,0,10.28,-244.61,297.43,6.75,39.94,0,0,0,0
15-08-2022 0.00,0,0,-245,296.22,6.75,39.94,0,0,0,0
16-08-2022 0.00,0,0,-244.27,297.51,6.75,39.94,0,0,0,0
17-08-2022 0.00,0,0,-243.79,297.47,6.75,39.94,0,0,0,0
18-08-2022 0.00,0,7.96,-243.62,298.12,6.75,47.12,0,0,0,0
19-08-2022 0.00,0,15.36,-244.67,298.68,6.75,62.48,0,0,0,0
20-08-2022 0.00,0,1.54,-246.13,297.97,6.75,35.14,0,0,0,0
21-08-2022 0.00,0,1.76,-245.18,297.79,6.75,26.62,0,0,0,0
22-08-2022 0.00,0,6.27,-244.39,297.53,6.75,32.89,0,0,0,0
23-08-2022 0.00,0,21.46,-244.11,297.86,6.75,54.35,0,0,0,0
24-08-2022 0.00,0,7.34,-245.5,298.32,6.75,61.69,0,0,0,0
25-08-2022 0.00,0,9.02,-245.31,298.42,6.75,62.75,0,0,0,0
26-08-2022 0.00,0,0.11,-244.89,298.63,6.75,47.5,0,0,0,0
27-08-2022 0.00,0,3.2,-244.78,298.93,6.75,49.16,0,0,0,0
28-08-2022 0.00,0,20.03,-246.18,298.31,6.75,67.43,0,0,0,0
29-08-2022 0.00,0,0,-245.02,298.67,6.75,61.16,0,0,0,0
30-08-2022 0.00,0,4.36,-243.99,299.34,6.75,44.06,0,0,0,0
31-08-2022 0.00,0,13.27,-244,299.08,6.75,49.99,0,0,0,0
01-09-2022 0.00,0,24.84,-244.72,299.15,6.75,65.81,0,0,0,0
02-09-2022 0.00,0,10.72,-244.6,299.18,6.75,76.42,0,0,0,0
03-09-2022 0.00,0,9.24,-244.35,298.65,6.75,82.46,0,0,0,1
04-09-2022 0.00,0,2.25,-243.55,298.75,6.75,64.68,0,0,0,0
05-09-2022 0.00,0,0.74,-244.2,298.87,6.75,65.42,0,0,0,0
06-09-2022 0.00,0,4.62,-243.96,299.05,6.75,65.68,0,0,0,0
07-09-2022 0.00,0,0,-244.87,298.82,6.75,52.41,0,0,0,0
08-09-2022 0.00,0,14.76,-244.55,298.9,6.75,42.33,0,0,0,0
09-09-2022 0.00,0,2.31,-244.15,298.64,6.75,33.92,0,0,0,0
10-09-2022 0.00,0,9.96,-244.68,298.67,6.75,34.64,0,0,0,0
11-09-2022 0.00,0,1.1,-245.49,297.32,6.75,33.49,0,0,0,0
12-09-2022 0.00,0,23.47,-247.28,297.53,6.75,56.22,0,0,0,0
13-09-2022 0.00,0,3.7,-246.68,298.1,6.75,55.3,0,0,0,0
14-09-2022 0.00,0,46.49,-246.3,297.96,6.75,101.79,1,0,0,1
15-09-2022 0.00,0,51.81,-246.24,297.69,6.75,138.84,1,0,0,1
16-09-2022 0.00,0,8.25,-246.6,297.46,6.75,144.78,1,0,0,1
17-09-2022 0.00,0,31.72,-246.25,297.97,6.75,166.54,1,0,0,1
18-09-2022 0.00,0,0.09,-245.73,298.12,6.75,165.53,1,0,0,1
19-09-2022 0.00,0,10.1,-245.13,298.58,6.75,152.16,1,0,0,1
20-09-2022 0.00,0,28.48,-246.34,298.19,6.75,176.94,1,0,0,1
21-09-2022 0.00,0,0.09,-245.94,298,6.75,130.54,1,0,0,1
22-09-2022 0.00,0,0.55,-245.38,298.15,6.75,79.28,0,0,0,0
23-09-2022 0.00,0,25.54,-245.54,298.1,6.75,96.57,0,0,0,1
24-09-2022 0.00,0,14.48,-245.9,297.15,6.75,79.33,0,0,0,0
25-09-2022 0.00,0,0.29,-245.4,297.39,6.75,79.53,0,0,0,0
26-09-2022 0.00,0,4.23,-245.81,297.97,6.75,73.66,0,0,0,0
27-09-2022 0.00,0,1.37,-245.5,297.98,6.75,46.55,0,0,0,0
28-09-2022 0.00,0,0.06,-245.31,297.86,6.75,46.52,0,0,0,0
29-09-2022 0.00,0,0.18,-245.14,297.07,6.75,46.15,0,0,0,0
30-09-2022 0.00,0,0.03,-245.12,296.83,6.75,20.64,0,0,0,0
